epoch,step,min,max,mean,std
1,1000,-0.12348347902297974,0.019774802029132843,-0.016428891569375992,0.031836770474910736
2,2000,-0.12348347902297974,0.019774802029132843,-0.016428891569375992,0.031836770474910736
3,3000,-0.06554180383682251,0.06188194453716278,-0.005069555249065161,0.029264476150274277
4,4000,-0.08495058119297028,0.019635343924164772,-0.009035161696374416,0.023875156417489052
5,5000,-0.07111133635044098,0.016966570168733597,-0.007883201353251934,0.01939576305449009
6,6000,-0.010872302576899529,0.04709034413099289,0.01021879818290472,0.011573201045393944
7,7000,-0.038277700543403625,0.028293050825595856,-0.004040038678795099,0.013365031220018864
8,8000,-0.06815534830093384,0.04054764285683632,-0.0013937950134277344,0.022867809981107712
9,9000,-0.027020780369639397,0.07199437916278839,-5.6468572438461706e-05,0.020965274423360825
10,10000,-0.0656454786658287,0.056050028651952744,-0.0014248242368921638,0.023827653378248215
11,11000,-0.09194519370794296,0.02927139401435852,-0.00654049776494503,0.025653747841715813
12,12000,-0.0067151691764593124,0.10031210631132126,0.013553488999605179,0.02539106085896492
13,13000,-0.029760563746094704,0.05445432290434837,0.009649127721786499,0.016080910339951515
14,14000,-0.020880961790680885,0.08446039259433746,0.013060051016509533,0.024516019970178604
15,15000,-0.06329403817653656,0.025074001401662827,-0.003969257231801748,0.018018493428826332
16,16000,-0.03829371929168701,0.033304888755083084,0.0025510333944112062,0.0126859862357378
17,17000,-0.0029520064126700163,0.08695205301046371,0.013305294327437878,0.020917929708957672
18,18000,-0.03102429211139679,0.03970630466938019,0.003781139152124524,0.01574065536260605
19,19000,-0.024343259632587433,0.06344915181398392,0.009231014177203178,0.018449991941452026
20,20000,-0.01676112785935402,0.10203699767589569,0.010763968341052532,0.027611443772912025
21,21000,-0.02780212089419365,0.0792323499917984,0.0028288252651691437,0.019833268597722054
22,22000,-0.11063377559185028,0.027913933619856834,-0.012239567004144192,0.02921260893344879
23,23000,-0.09185336530208588,0.0013888678513467312,-0.015664471313357353,0.023835282772779465
24,24000,-0.09507279098033905,0.02609921060502529,-0.014519318006932735,0.028525538742542267
25,25000,-0.03395669907331467,0.06607343256473541,0.0013354228576645255,0.01981080323457718
26,26000,-0.021184837445616722,0.07975553721189499,0.007267753127962351,0.022398510947823524
27,27000,-0.02535296231508255,0.062307484447956085,0.003932621330022812,0.01695929281413555
28,28000,-0.09140846878290176,0.05607837811112404,-0.0015210987767204642,0.028822295367717743
29,29000,-0.06539089232683182,0.021224061027169228,-0.006986786145716906,0.017896147444844246
30,30000,-0.03797328472137451,0.07433001697063446,5.320180207490921e-05,0.021123439073562622
31,31000,-0.02028675563633442,0.0593499131500721,0.007639124523848295,0.017796587198972702
32,32000,-0.009436950087547302,0.04948538541793823,0.004469440784305334,0.013432679697871208
33,33000,-0.09306008368730545,0.031067825853824615,-0.006202250719070435,0.026246242225170135
34,34000,-0.011583259329199791,0.02041349932551384,0.005241023376584053,0.0065862080082297325
35,35000,-0.03459852933883667,0.06785601377487183,0.003966230433434248,0.01742800697684288
36,36000,-0.07766388356685638,0.013978742063045502,-0.017392871901392937,0.02159002237021923
37,37000,-0.03896760195493698,0.03393477201461792,-0.00590861402451992,0.013538887724280357
38,38000,-0.06667505949735641,0.011135561391711235,-0.012472155503928661,0.020409921184182167
39,39000,-0.06304458528757095,0.04503994435071945,-0.006489918101578951,0.021808285266160965
40,40000,-0.06259661912918091,0.009535647928714752,-0.012016980908811092,0.016382291913032532
41,41000,-0.00674982275813818,0.05298876017332077,0.009327562525868416,0.01495001558214426
42,42000,-0.05833059176802635,0.06613624840974808,0.005723143462091684,0.027026154100894928
43,43000,-0.048752885311841965,0.08778328448534012,0.01252987515181303,0.031711969524621964
44,44000,-0.05800118297338486,0.01113663800060749,-0.004678831435739994,0.015984199941158295
45,45000,-0.040227875113487244,0.016828253865242004,-0.005078079178929329,0.010333867743611336
46,46000,-0.0259819645434618,0.07449942827224731,0.008754109963774681,0.023228300735354424
47,47000,-0.030700167641043663,0.0552574060857296,0.00029279806767590344,0.02010711096227169
48,48000,-0.02158305048942566,0.013496185652911663,-3.140473927487619e-05,0.005448790267109871
49,49000,-0.03833642601966858,0.049578577280044556,0.0033334940671920776,0.015158104710280895
50,50000,-0.0061720279045403,0.10227736830711365,0.013085962273180485,0.026359165087342262
51,51000,-0.021159064024686813,0.09371329843997955,0.0068759615533053875,0.02677825838327408
52,52000,-0.0592036098241806,0.05880802869796753,-0.005860672798007727,0.013288157992064953
