1,1000,2.8952360153198243e-05
2,2000,1.1861085891723633e-05
3,3000,5.4404735565185546e-05
4,4000,3.844141960144043e-05
5,5000,4.9989938735961914e-05
6,6000,3.6274433135986325e-05
7,7000,4.929471015930176e-05
8,8000,5.928349494934082e-05
9,9000,4.862809181213379e-05
10,10000,4.4449567794799805e-05
11,11000,5.3659677505493164e-05
12,12000,6.0181140899658205e-05
13,13000,4.972219467163086e-05
14,14000,5.217480659484863e-05
15,15000,5.778193473815918e-05
16,16000,7.337474822998046e-05
17,17000,4.91943359375e-05
18,18000,6.647253036499023e-05
19,19000,6.433010101318359e-05
20,20000,4.3267250061035156e-05
21,21000,3.9161205291748045e-05
22,22000,5.3107500076293944e-05
23,23000,5.066108703613281e-05
24,24000,4.1411399841308595e-05
25,25000,5.0750970840454104e-05
26,26000,6.037759780883789e-05
27,27000,5.21397590637207e-05
28,28000,4.194760322570801e-05
29,29000,4.370880126953125e-05
30,30000,5.388379096984863e-05
31,31000,5.556225776672363e-05
32,32000,5.3522348403930665e-05
33,33000,4.2398929595947266e-05
34,34000,4.884934425354004e-05
35,35000,5.0457000732421876e-05
36,36000,5.341219902038574e-05
37,37000,5.049014091491699e-05
38,38000,4.828166961669922e-05
39,39000,5.761027336120605e-05
40,40000,4.6637773513793945e-05
41,41000,4.016518592834473e-05
42,42000,4.8177480697631835e-05
43,43000,5.7420969009399416e-05
44,44000,3.970193862915039e-05
45,45000,4.6851158142089846e-05
46,46000,4.831552505493164e-05
47,47000,5.0239086151123044e-05
48,48000,4.1733980178833005e-05
49,49000,3.73077392578125e-05
50,50000,5.550575256347656e-05
51,51000,4.6043872833251956e-05
52,52000,3.091907501220703e-05
53,53000,4.460930824279785e-05
54,54000,4.966878890991211e-05
55,55000,5.779242515563965e-05
56,56000,3.595709800720215e-05
57,57000,4.075336456298828e-05
58,58000,3.896164894104004e-05
59,59000,2.8765201568603517e-05
60,60000,4.521679878234863e-05
61,61000,3.403806686401367e-05
62,62000,3.2953262329101564e-05
63,63000,3.449916839599609e-05
64,64000,2.0681142807006835e-05
65,65000,4.6631336212158206e-05
66,66000,5.308723449707031e-05
67,67000,4.973864555358887e-05
68,68000,8.56945514678955e-05
69,69000,5.9761285781860354e-05
70,70000,6.396937370300293e-05
71,71000,5.1862716674804685e-05
72,72000,5.354547500610352e-05
73,73000,4.669547080993652e-05
74,74000,4.9998044967651366e-05
75,75000,7.596945762634278e-05
76,76000,5.5556774139404295e-05
77,77000,4.460597038269043e-05
78,78000,4.2448997497558596e-05
79,79000,5.066967010498047e-05
80,80000,4.8313379287719724e-05
81,81000,5.611658096313477e-05
82,82000,4.8879623413085935e-05
83,83000,5.667734146118164e-05
84,84000,3.712058067321777e-05
85,85000,4.749035835266113e-05
86,86000,3.0390024185180665e-05
87,87000,5.609273910522461e-05
88,88000,5.8542966842651366e-05
89,89000,4.7923088073730467e-05
90,90000,3.821182250976562e-05
91,91000,2.458524703979492e-05
92,92000,2.3350477218627928e-05
93,93000,5.1092863082885744e-05
94,94000,4.5740604400634764e-05
95,95000,5.814766883850098e-05
96,96000,4.0539979934692384e-05
97,97000,5.3169965744018554e-05
98,98000,4.428505897521973e-05
99,99000,5.212068557739258e-05
100,100000,3.671598434448242e-05
101,101000,4.556608200073242e-05
102,102000,7.551145553588868e-05
103,103000,6.6131591796875e-05
104,104000,6.93213939666748e-05
105,105000,3.994011878967285e-05
106,106000,4.3834686279296874e-05
107,107000,7.244014739990235e-05
108,108000,4.982781410217285e-05
109,109000,5.426526069641113e-05
110,110000,2.740812301635742e-05
111,111000,3.467488288879395e-05
112,112000,4.8787832260131836e-05
113,113000,5.9233427047729495e-05
114,114000,3.9875984191894534e-05
115,115000,3.77955436706543e-05
116,116000,5.145645141601563e-05
117,117000,3.016948699951172e-05
118,118000,5.240297317504883e-05
119,119000,5.4795026779174804e-05
120,120000,6.61609172821045e-05
121,121000,6.668138504028321e-05
122,122000,5.4445266723632816e-05
123,123000,8.038282394409179e-05
124,124000,4.1962623596191404e-05
125,125000,6.02107048034668e-05
126,126000,4.364776611328125e-05
127,127000,2.4970769882202148e-05
128,128000,4.863095283508301e-05
129,129000,4.58836555480957e-05
130,130000,3.766989707946777e-05
131,131000,5.493497848510742e-05
132,132000,3.832840919494629e-05
133,133000,3.991246223449707e-05
134,134000,2.919340133666992e-05
135,135000,3.372335433959961e-05
136,136000,2.701616287231445e-05
137,137000,4.401755332946777e-05
138,138000,3.014087677001953e-05
139,139000,5.590271949768067e-05
140,140000,2.251601219177246e-05
141,141000,4.700493812561035e-05
142,142000,6.084680557250977e-05
143,143000,3.8129091262817386e-05
144,144000,2.5548696517944337e-05
145,145000,3.4024715423583986e-05
146,146000,3.278660774230957e-05
147,147000,3.888201713562012e-05
148,148000,3.744101524353027e-05
149,149000,3.7104606628417965e-05
150,150000,4.66160774230957e-05
